,lemme,phon,cgram,freqlemfilms2,freqlemlivres
854,spécial,spesjal,ADJ,83.73,31.22
855,moyen,mwaj5,NOM,83.47,107.03
856,sympa,s5pa,ADJ,83.39,7.77
857,vaisseau,vEso,NOM,83.39,12.43
859,coûter,kute,VER,83.15,48.11
860,surprise,syRpRiz,NOM,82.94,77.16
861,poste,pOst,NOM,82.87,90.68
862,compris,k§pRi,ADJ,82.84,11.01
863,anniversaire,anivERsER,NOM,82.79,12.97
864,signe,siN,NOM,82.73,161.28
865,vol,vOl,NOM,82.42,48.31
866,couleur,kul9R,NOM,82.25,198.72
867,image,imaZ,NOM,82.13,188.92
868,parier,paRje,VER,81.96,15.61
869,est,Est,NOM,81.74,49.73
870,arbre,aRbR,NOM,81.69,208.58
871,bière,bjER,NOM,81.67,38.11
872,mme,madam,NOM,81.64,33.24
873,poisson,pwas§,NOM,81.51,54.46
875,a,a,NOM,81.36,58.65
876,intérêt,5teRE,NOM,81.09,97.36
877,lieutenant,lj2t°n@,NOM,80.99,54.93
878,danger,d@Ze,NOM,80.61,55.27
879,appartenir,apaRt°niR,VER,80.57,92.36
880,remarquer,R°maRke,VER,80.56,142.16
881,animal,animal,NOM,80.5,82.64
882,rater,Rate,VER,80.45,22.7
883,retirer,R°tiRe,VER,80.26,98.31
884,bord,bOR,NOM,79.9,228.11
885,noir,nwaR,NOM,79.75,116.89
886,tenter,t@te,VER,79.75,126.96
887,liberté,libERte,NOM,79.53,97.97
889,règle,REgl,NOM,79.51,49.93
890,banque,b@k,NOM,79.35,30.88
891,dîner,dine,VER,79.3,59.66
892,merveilleux,mERvEj2,ADJ,79.25,40.34
893,fier,fjER,ADJ,79.13,58.18
894,partager,paRtaZe,VER,79.08,78.99
895,classe,klas,NOM,78.99,108.92
896,dossier,dosje,NOM,78.91,49.12
897,ressentir,R°s@tiR,VER,78.78,70.14
898,bonheur,bon9R,NOM,78.74,162.36
900,défendre,def@dR,VER,78.55,91.08
901,chéri,SeRi,ADJ,78.54,18.78
902,but,byt,NOM,78.43,60.41
903,bande,b@d,NOM,78.36,72.23
905,fatiguer,fatige,VER,78.25,49.05
906,radio,Radjo,NOM,78.23,55.0
907,prévoir,pRevwaR,VER,78.22,77.09
909,haut,o,NOM,77.86,125.07
910,camarade,kamaRad,NOM,77.81,98.99
911,douter,dute,VER,77.77,88.11
912,droit,dRwa,ADJ,77.74,163.38
913,oiseau,wazo,NOM,77.73,113.04
914,vent,v@,NOM,77.34,220.27
915,recherche,R°SERS,NOM,77.3,54.8
916,dernier,dERnje,NOM,77.22,86.08
917,apprécier,apResje,VER,77.21,44.12
918,système,sistEm,NOM,76.92,46.96
919,ferme,fERm,NOM,76.86,58.04
920,capable,kapabl,ADJ,76.85,86.35
921,fuir,f8iR,VER,76.82,76.42
922,ennui,@n8i,NOM,76.64,56.62
923,tante,t@t,NOM,76.62,118.38
924,héros,eRo,NOM,76.58,52.77
926,excellent,eksEl@,ADJ,76.43,33.92
927,pitié,pitje,NOM,76.38,58.11
928,appartement,apaRt°m@,NOM,76.33,99.26
929,bosser,bose,VER,76.28,10.95
930,respirer,REspiRe,VER,76.08,102.43
931,entier,@tje,ADJ,76.01,147.91
932,récupérer,RekypeRe,VER,75.92,31.82
933,douleur,dul9R,NOM,75.89,91.89
934,libérer,libeRe,VER,75.77,48.51
935,sentiment,s@tim@,NOM,75.72,157.3
936,grand-père,gR@pER,NOM,75.64,96.49
937,société,sosjete,NOM,75.46,62.23
938,lancer,l@se,VER,75.22,165.07
939,nez,ne,NOM,75.18,177.64
940,joie,Zwa,NOM,75.09,150.2
941,relation,R°lasj§,NOM,74.95,52.36
942,témoin,temw5,NOM,74.78,46.01
943,acteur,akt9R,NOM,74.77,38.31
944,moitié,mwatje,NOM,74.77,79.05
945,incroyable,5kRwajabl,ADJ,74.67,22.64
946,bain,b5,NOM,74.48,83.04
947,durer,dyRe,VER,74.39,101.62
948,marché,maRSe,NOM,74.36,62.43
949,laver,lave,VER,74.35,69.53
950,dent,d@,NOM,74.2,125.68
951,idiot,idjo,ADJ,74.06,33.24
953,mademoiselle,mad°mwazEl,NOM,73.98,62.36
954,adresse,adREs,NOM,73.92,49.8
955,cousin,kuz5,NOM,73.87,89.93
956,riche,RiS,ADJ,73.85,65.47
957,compagnie,k§paNi,NOM,73.78,97.16
958,sonner,sone,VER,73.67,92.57
959,chaussure,SosyR,NOM,73.58,56.49
960,oreille,oREj,NOM,73.54,194.12
962,super,sypER,NOM,73.26,2.77
963,grand-mère,gR@mER,NOM,73.22,94.59
964,ancien,@sj5,ADJ,73.16,154.86
965,art,aR,NOM,72.79,91.49
966,deviner,d°vine,VER,72.77,112.3
967,inutile,inytil,ADJ,72.71,70.34
968,ravir,RaviR,VER,72.67,27.91
969,blague,blag,NOM,72.63,22.7
970,avenir,av°niR,NOM,72.61,113.72
971,beauté,bote,NOM,72.56,92.64
972,laisse,lEs,NOM,72.53,19.26
973,course,kuRs,NOM,72.48,81.22
974,manière,manjER,NOM,72.31,157.77
975,traverser,tRavERse,VER,72.26,200.81
976,expérience,EkspeRj@s,NOM,72.04,58.72
977,soin,sw5,NOM,71.99,68.24
979,cour,kuR,NOM,71.8,150.14
980,gauche,goS,NOM,71.78,134.59
981,bas,ba,NOM,71.78,119.86
982,stupide,stypid,ADJ,71.75,27.5
984,retenir,R°t°niR,VER,71.58,143.92
985,liste,list,NOM,71.56,24.32
986,remonter,R°m§te,VER,71.33,160.14
987,réaliser,Realize,VER,71.27,35.95
988,i,i,NOM,71.21,31.15
989,moquer,moke,VER,71.13,50.34
990,étudier,etydje,VER,70.9,30.41
991,installer,5stale,VER,70.76,162.23
992,courage,kuRaZ,NOM,70.73,70.34
993,bleu,bl2,ADJ,70.61,207.64
994,secours,s°kuR,NOM,70.36,40.47
995,milieu,milj2,NOM,70.27,256.08
996,proposer,pRopoze,VER,70.02,119.66
997,m,m,NOM,69.91,14.73
998,contact,k§takt,NOM,69.85,65.47
999,inspecteur,5spEkt9R,NOM,69.77,19.66
1000,mignon,miN§,ADJ,69.71,13.58
1001,projet,pRoZE,NOM,69.59,70.0
1003,rôle,Rol,NOM,69.38,96.96
1004,risque,Risk,NOM,69.33,50.27
1005,ange,@Z,NOM,69.27,42.5
1006,action,aksj§,NOM,69.27,87.43
1007,avance,av@s,NOM,69.25,82.3
1008,intéressant,5teREs@,ADJ,69.17,28.65
1010,langue,l@g,NOM,69.11,126.28
1011,emporter,@pORte,VER,69.02,121.28
1012,thé,te,NOM,69.01,44.86
1015,colère,kolER,NOM,68.9,100.07
1016,pauvre,povR,NOM,68.54,53.24
1017,départ,depaR,NOM,68.49,123.04
1018,époque,epOk,NOM,68.44,138.51
1019,engager,@gaZe,VER,68.22,94.59
1020,voleur,vol9R,NOM,68.18,22.7
1021,cesser,sese,VER,68.11,177.77
1022,haut,o,ADJ,68.05,196.76
1023,tort,tOR,NOM,67.97,55.0
1024,vacance,vak@s,NOM,67.9,82.57
1026,signifier,siNifje,VER,67.72,47.23
1027,machine,maSin,NOM,67.72,85.0
1028,réparer,RepaRe,VER,67.7,25.14
1029,bête,bEt,NOM,67.67,117.36
1030,construire,k§stR8iR,VER,67.59,52.64
1031,pain,p5,NOM,67.58,105.41
1032,bar,baR,NOM,67.57,61.35
1033,chier,Sje,VER,67.53,22.64
1034,club,kl9b,NOM,67.51,21.42
1035,été,ete,NOM,67.27,125.47
1036,horrible,oRibl,ADJ,67.22,25.47
1037,profiter,pRofite,VER,67.2,91.22
1038,pierre,pjER,NOM,67.17,189.86
1039,pleuvoir,pl2vwaR,VER,67.17,47.09
1041,salope,salOp,NOM,66.97,20.54
1044,glace,glas,NOM,66.82,91.01
1045,présent,pRez@,NOM,66.72,141.01
1046,calme,kalm,ADJ,66.57,73.65
1047,décision,desizj§,NOM,66.48,60.0
1048,juge,ZyZ,NOM,66.45,44.46
1049,contrôle,k§tRol,NOM,66.28,19.66
1050,séparer,sepaRe,VER,66.22,109.8
1052,maladie,maladi,NOM,66.04,60.68
1053,sur,syR,ADJ,65.92,16.22
1054,ami,ami,ADJ,65.72,25.95
1055,quartier,kaRtje,NOM,65.7,112.16
1056,désirer,deziRe,VER,65.63,61.89
1057,travers,tRavER,NOM,65.6,247.64
1058,dommage,domaZ,NOM,65.59,26.15
1059,cigarette,sigaREt,NOM,65.57,114.93
1060,traîner,tRene,VER,65.49,122.77
1061,respecter,REspEkte,VER,65.41,33.58
1062,époux,epu,NOM,65.34,46.62
1063,tas,ta,NOM,65.28,83.78
1064,enfuir,@f8iR,VER,65.13,37.57
1065,diriger,diRiZe,VER,65.1,95.68
1066,crever,kR°ve,VER,64.95,81.55
1067,fil,fil,NOM,64.92,99.73
1068,poursuivre,puRs8ivR,VER,64.83,106.42
1069,combat,k§ba,NOM,64.83,72.57
1070,morceau,mORso,NOM,64.78,99.32
1071,église,egliz,NOM,64.75,145.07
1072,directeur,diREkt9R,NOM,64.71,38.45
1073,demande,d°m@d,NOM,64.64,40.07
1074,forcer,fORse,VER,64.64,75.41
1075,bombe,b§b,NOM,64.39,30.81
1076,passé,pase,NOM,64.32,113.51
1077,j,Z,NOM,64.31,2.91
1080,espoir,EspwaR,NOM,64.22,101.89
1081,tueur,t89R,NOM,64.06,12.43
1082,grandir,gR@diR,VER,63.99,46.69
1083,dimanche,dim@S,NOM,63.98,101.15
1084,américain,ameRik5,ADJ,63.92,74.73
1085,taxi,taksi,NOM,63.77,46.82
1086,interdire,5tERdiR,VER,63.72,54.39
1087,baisser,bese,VER,63.69,115.27
1088,enterrer,@teRe,VER,63.68,28.58
1089,causer,koze,VER,63.66,69.93
1090,cool,kul,ADJ,63.63,3.18
1091,survivre,syRvivR,VER,63.62,27.77
1092,devoir,d°vwaR,NOM,63.59,55.54
1093,cinéma,sinema,NOM,63.49,78.51
1094,commander,kom@de,VER,63.49,80.34
1095,match,matS,NOM,63.48,10.0
1096,souvenir,suv°niR,NOM,63.24,197.03
1097,information,5fORmasj§,NOM,63.2,36.55
1098,toilette,twalEt,NOM,62.84,45.68
1099,note,nOt,NOM,62.82,77.43
1100,secret,s°kRE,ADJ,62.68,83.11
1101,gouvernement,guvERn°m@,NOM,62.66,132.03
1103,monstre,m§stR,NOM,62.56,26.96
1104,censé,s@se,ADJ,62.52,8.11
1105,ennuyer,@n8ije,VER,62.48,59.12
1106,contraire,k§tRER,NOM,62.13,126.01
1108,montagne,m§taN,NOM,62.01,81.82
1109,prêter,pRete,VER,62.0,87.09
1110,solution,solysj§,NOM,61.96,43.51
1111,nettoyer,netwaje,VER,61.95,28.11
1112,opération,opeRasj§,NOM,61.94,70.2
1113,occasion,okazj§,NOM,61.89,105.74
1114,atteindre,at5dR,VER,61.83,126.76
1115,rouler,Rule,VER,61.82,163.45
1116,débarrasser,debaRase,VER,61.77,48.92
1117,position,pozisj§,NOM,61.74,63.38
1118,patient,pasj@,NOM,61.69,10.0
1119,cerveau,sERvo,NOM,61.59,30.88
1120,excuse,Ekskyz,NOM,61.58,23.51
1121,ridicule,Ridikyl,ADJ,61.57,45.54
1122,avouer,avwe,VER,61.56,96.22
1123,vêtement,vEt°m@,NOM,61.48,90.14
1124,ben,b5,NOM,61.43,24.19
1125,regard,R°gaR,NOM,61.35,423.18
1126,plaindre,pl5dR,VER,61.25,67.84
1127,remplir,R@pliR,VER,61.21,81.42
1128,contrôler,k§tRole,VER,61.13,21.01
1129,planète,planEt,NOM,61.11,22.91
1130,taper,tape,VER,61.07,67.91
1131,mensonge,m@s§Z,NOM,61.05,35.41
1132,lune,lyn,NOM,61.02,66.69
1133,personnel,pERsonEl,ADJ,61.02,50.0
1134,démon,dem§,NOM,61.0,20.34
1135,e,2,NOM,60.91,28.99
1136,mémoire,memwaR,NOM,60.87,110.88
1137,magasin,magaz5,NOM,60.62,65.54
1138,téléphoner,telefone,VER,60.49,67.03
1139,vide,vid,ADJ,60.33,147.5
1140,dépendre,dep@dR,VER,60.33,36.49
1141,jardin,ZaRd5,NOM,60.21,185.81
1142,nature,natyR,NOM,60.2,95.88
1143,trace,tRas,NOM,60.18,80.27
1144,félicitation,felisitasj§,NOM,60.08,5.07
1145,parfaire,paRfER,VER,60.06,19.86
1146,attaque,atak,NOM,59.92,37.03
1147,c,s,NOM,59.73,1.89
1148,lait,lE,NOM,59.62,62.91
1149,résultat,Rezylta,NOM,59.47,38.38
1150,camion,kamj§,NOM,59.46,50.74
1151,neuf,n9f,ADJ,59.45,113.18
1153,bonne,bOn,NOM,59.44,55.2
1154,étranger,etR@Ze,NOM,59.32,66.62
1155,arrivé,aRive,ADJ,59.24,20.0
1156,base,baz,NOM,59.22,44.46
1157,renvoyer,R@vwaje,VER,59.22,42.7
1160,reine,REn,NOM,59.05,33.78
1161,repartir,R°paRtiR,VER,58.84,87.57
1162,enfermer,@fERme,VER,58.81,69.86
1163,parfait,paRfE,ADJ,58.77,43.45
1164,drogue,dROg,NOM,58.76,13.72
1165,droite,dRwat,NOM,58.7,117.97
1166,dingue,d5g,ADJ,58.48,11.69
1168,pur,pyR,ADJ,58.46,90.34
1169,île,il,NOM,58.35,108.24
1170,habiller,abije,VER,58.27,67.36
1171,refaire,R°fER,VER,58.27,40.81
1172,couteau,kuto,NOM,58.15,52.64
1173,enquête,@kEt,NOM,57.98,21.28
1174,goût,gu,NOM,57.94,141.82
1175,pensée,p@se,NOM,57.87,151.55
1176,gêner,Zene,VER,57.76,71.01
1178,intelligent,5teliZ@,ADJ,57.51,35.68
1180,importance,5pORt@s,NOM,57.32,75.81
1181,éteindre,et5dR,VER,57.32,76.82
1182,bouteille,butEj,NOM,57.24,104.05
1183,champ,S@,NOM,57.22,106.49
1184,o,o,NOM,57.07,11.49
1185,centre,s@tR,NOM,57.0,84.46
1186,rapporter,RapORte,VER,56.99,62.43
1187,coincer,kw5se,VER,56.95,30.61
1188,malheur,mal9R,NOM,56.89,92.64
1189,miracle,miRakl,NOM,56.89,42.16
1190,sacré,sakRe,ADJ,56.88,45.2
1191,réunion,Reynj§,NOM,56.82,28.18
1192,acte,akt,NOM,56.81,57.3
1193,surprendre,syRpR@dR,VER,56.8,116.62
1194,convaincre,k§v5kR,VER,56.71,46.35
1195,bête,bEt,ADJ,56.55,41.89
1196,livrer,livRe,VER,56.53,84.93
1198,pont,p§,NOM,56.43,90.81
1199,faîte,fEt,NOM,56.42,7.03
1201,caméra,kameRa,NOM,56.18,6.35
1202,juger,ZyZe,VER,56.12,96.96
1203,membre,m@bR,NOM,56.06,64.86
1204,voie,vwa,NOM,56.06,71.01
1205,voisin,vwaz5,NOM,56.0,81.82
1206,différence,difeR@s,NOM,55.88,44.46
1207,détail,detaj,NOM,55.78,91.15
1208,annoncer,an§se,VER,55.67,133.92
1209,pardon,paRd§,NOM,55.62,26.89
1211,to,to,NOM,55.51,3.78
1213,haïr,aiR,VER,55.42,35.68
1214,test,tEst,NOM,55.38,5.61
1215,assassin,asas5,NOM,55.37,20.34
1216,officier,ofisje,NOM,55.35,79.05
1217,proche,pROS,ADJ,55.34,82.91
1218,con,k§,ADJ,55.33,33.92
1219,commandant,kom@d@,NOM,55.24,49.8
1220,briser,bRize,VER,55.2,61.62
1221,gâteau,gato,NOM,55.19,32.16
1222,spectacle,spEktakl,NOM,55.19,73.78
1224,métier,metje,NOM,55.03,84.53
1225,enchanté,@S@te,ADJ,55.0,7.97
1226,chasser,Sase,VER,54.93,67.91
1227,attirer,atiRe,VER,54.91,75.27
1228,chapeau,Sapo,NOM,54.91,88.04
1229,allumer,alyme,VER,54.8,116.28
1230,respect,REspE,NOM,54.78,43.85
1231,dessus,d°sy,NOM,54.77,27.23
1232,jeune,Z9n,NOM,54.68,47.91
1234,sous-titrage,sutitRaZ,NOM,54.64,0.0
1235,étoile,etwal,NOM,54.63,81.82
1236,charmant,SaRm@,ADJ,54.51,41.15
1237,écraser,ekRaze,VER,54.42,90.81
1238,genou,Z°nu,NOM,54.24,127.91
1239,formidable,fORmidabl,ADJ,54.23,34.32
1240,arracher,aRaSe,VER,54.19,113.38
1241,mieux,mj2,NOM,54.12,38.99
1243,sorcier,sORsje,NOM,54.09,14.66
1245,foi,fwa,NOM,54.06,76.49
1246,sourire,suRiR,VER,53.97,262.91
1247,inventer,5v@te,VER,53.96,69.73
1248,zone,zon,NOM,53.94,42.5
1249,honnête,onEt,ADJ,53.89,28.24
1250,dire,diR,NOM,53.88,31.42
1251,mêler,mele,VER,53.84,112.64
1252,énerver,enERve,VER,53.83,23.72
1253,exploser,Eksploze,VER,53.79,24.05
1254,réalité,Realite,NOM,53.77,82.77
1255,présent,pRez@,ADJ,53.7,80.74
1256,supplier,syplije,VER,53.66,34.46
1257,étonner,etone,VER,53.63,116.55
1258,superbe,sypERb,ADJ,53.42,23.85
1259,méchant,meS@,ADJ,53.37,34.05
1260,ton,t§,NOM,53.24,146.35
1261,contrat,k§tRa,NOM,53.23,15.0
1262,marche,maRS,NOM,53.17,152.97
1263,déposer,depoze,VER,53.09,62.7
1264,destin,dest5,NOM,53.03,67.23
1265,urgence,yRZ@s,NOM,53.03,23.11
1266,placer,plase,VER,52.94,101.76
1267,remplacer,R@plase,VER,52.84,60.61
1268,accuser,akyze,VER,52.72,39.93
1270,vert,vER,ADJ,52.59,145.14
1271,terrain,tER5,NOM,52.58,74.73
1272,nourrir,nuRiR,VER,52.53,64.53
1273,second,s°g§,ADJ,52.5,88.58
1274,folie,foli,NOM,52.39,60.74
1275,presser,pRese,VER,52.28,71.01
1276,accorder,akORde,VER,52.27,67.84
1277,emmerder,@mERde,VER,52.18,27.09
1278,baiser,beze,NOM,52.17,54.59
1279,arrière,aRjER,NOM,52.15,95.0
1280,reculer,R°kyle,VER,52.15,69.05
1281,sexe,sEks,NOM,52.09,52.7
1282,élever,El°ve,VER,52.03,103.85
1283,nécessaire,nesesER,ADJ,52.0,68.11
1284,piste,pist,NOM,51.77,41.15
1285,prêtre,pREtR,NOM,51.69,45.27
1286,usine,yzin,NOM,51.59,42.97
1287,accrocher,akRoSe,VER,51.56,99.93
1288,appareil,apaREj,NOM,51.53,44.66
1289,entendu,@t@dy,ADJ,51.52,61.62
1290,fiancé,fj@se,NOM,51.51,23.11
1291,costume,kOstym,NOM,51.42,55.88
1292,déjeuner,deZ9ne,NOM,51.34,59.66
1293,coller,kole,VER,51.31,107.16
1294,code,kOd,NOM,51.27,15.0
1295,danse,d@s,NOM,51.23,35.27
1296,campagne,k@paN,NOM,51.12,107.23
1297,intention,5t@sj§,NOM,51.11,68.65
1298,anglais,@glE,NOM,51.01,79.53
1299,serrer,seRe,VER,50.99,207.5
1300,valise,valiz,NOM,50.99,70.34
1301,justice,Zystis,NOM,50.96,46.28
1302,défense,def@s,NOM,50.94,52.3
1303,arrêt,aRE,NOM,50.88,53.92
1304,beau,bo,NOM,50.85,40.07
1305,coupable,kupabl,ADJ,50.84,23.58
1306,niveau,nivo,NOM,50.7,32.91
1307,moyen,mwaj5,ADJ,50.69,41.69
1308,entraîner,@tRene,VER,50.68,101.08
1309,bus,bys,NOM,50.63,10.54
1311,nerveux,nERv2,ADJ,50.4,35.81
1312,demain,d°m5,NOM,50.4,21.55
1313,nord,nOR,NOM,50.38,72.3
1314,crise,kRiz,NOM,50.15,49.73
1315,connard,konaR,NOM,50.13,6.28
1316,moindre,mw5dR,ADJ,50.12,130.27
1317,tableau,tablo,NOM,50.11,90.0
1318,piquer,pike,VER,50.06,64.86
1319,admettre,admEtR,VER,50.05,59.46
1320,restaurant,REstoR@,NOM,50.04,48.99
1321,trésor,tRezOR,NOM,49.92,34.66
1322,nu,ny,ADJ,49.87,168.04
1323,produire,pRod8iR,VER,49.81,68.92
1324,tombe,t§b,NOM,49.67,34.86
1325,poche,pOS,NOM,49.65,146.28
1326,menacer,m°nase,VER,49.63,52.57
1327,couple,kupl,NOM,49.62,63.99
1328,odeur,od9R,NOM,49.57,195.68
1329,gâcher,gaSe,VER,49.57,18.51
1330,vu,vy,ADJ,49.53,32.23
1331,souci,susi,NOM,49.47,61.22
1333,concerner,k§sERne,VER,49.31,50.47
1334,énorme,enORm,ADJ,49.27,120.0
1335,programme,pRogRam,NOM,49.11,26.49
1336,allemand,al°m@,NOM,49.08,91.55
1337,toit,twa,NOM,49.01,91.76
1339,représenter,R°pRez@te,VER,48.78,85.54
1341,bénir,beniR,VER,48.77,18.92
1342,rapide,Rapid,ADJ,48.73,71.82
1343,fusil,fyzi,NOM,48.61,55.68
1344,enceinte,@s5t,ADJ,48.6,12.43
1345,repas,R°pa,NOM,48.53,76.62
1347,montre,m§tR,NOM,48.4,47.84
1348,fantôme,f@tom,NOM,48.23,35.88
1349,endormir,@dORmiR,VER,48.19,73.18
1350,plage,plaZ,NOM,48.19,86.89
1351,louer,lwe,VER,48.08,29.46
1352,entrée,@tRe,NOM,48.08,118.78
1353,mine,min,NOM,48.08,65.88
1354,hasard,azaR,NOM,48.07,124.19
1355,soigner,swaNe,VER,48.04,42.84
1356,chasse,Sas,NOM,47.99,59.46
1357,organiser,ORganize,VER,47.9,47.16
1358,sortie,sORti,NOM,47.81,75.27
1359,examen,Egzam5,NOM,47.77,27.16
1360,cadavre,kadavR,NOM,47.75,54.05
1361,vache,vaS,NOM,47.71,53.45
1362,ranger,R@Ze,VER,47.67,67.91
1363,passe,pas,NOM,47.58,21.35
1364,couler,kule,VER,47.56,121.15
1365,rigoler,Rigole,VER,47.56,33.85
1366,son,s§,NOM,47.51,67.84
1367,commettre,komEtR,VER,47.45,37.16
1368,pire,piR,NOM,47.19,31.89
1369,in,in,ADJ,47.17,11.62
1370,sol,sOl,NOM,47.17,150.34
1371,volonté,vol§te,NOM,47.08,74.93
1372,public,pyblik,NOM,46.97,38.04
1374,ventre,v@tR,NOM,46.91,141.96
1375,blanc,bl@,NOM,46.88,72.36
1376,trahir,tRaiR,VER,46.83,41.55
1377,condition,k§disj§,NOM,46.73,91.62
1378,débrouiller,debRuje,VER,46.72,20.81
1380,shérif,SeRif,NOM,46.65,1.28
1381,fâcher,faSe,VER,46.63,21.96
1382,parti,paRti,NOM,46.59,87.36
1384,samedi,sam°di,NOM,46.53,37.43
1386,étage,etaZ,NOM,46.45,96.55
1387,source,suRs,NOM,46.44,49.19
1388,frais,fRE,ADJ,46.43,111.69
1389,attacher,ataSe,VER,46.37,71.01
1390,joindre,Zw5dR,VER,46.37,32.7
1391,horreur,oR9R,NOM,46.19,69.46
1392,sexuel,seks8El,ADJ,46.15,20.54
1393,pluie,pl8i,NOM,46.1,122.57
1394,responsable,REsp§sabl,ADJ,46.01,21.82
1396,objet,ObZE,NOM,45.94,124.32
1398,gauche,goS,ADJ,45.88,89.59
1400,presse,pREs,NOM,45.77,41.82
1401,siècle,sjEkl,NOM,45.77,132.91
1402,voyager,vwajaZe,VER,45.74,27.5
1403,larme,laRm,NOM,45.71,133.51
1404,mlle,madmwazEl,NOM,45.69,6.55
1405,ombre,§bR,NOM,45.67,233.45
1406,américain,ameRik5,NOM,45.64,47.43
1407,nommer,nome,VER,45.6,62.3
1408,rat,Ra,NOM,45.6,37.64
1409,cri,kRi,NOM,45.58,155.41
1410,conscience,k§sj@s,NOM,45.53,81.55
1411,rechercher,R°SERSe,VER,45.51,22.43
1413,unique,ynik,ADJ,45.43,70.14
1414,procès,pRosE,NOM,45.41,24.32
1415,valeur,val9R,NOM,45.4,52.3
1416,désir,deziR,NOM,45.35,117.09
1417,juif,Z8if,NOM,45.32,55.74
1418,obéir,obeiR,VER,45.12,45.88
1419,saluer,sal8e,VER,45.09,67.64
1420,mets,mE,NOM,45.09,7.97
1421,direction,diREksj§,NOM,45.06,108.04
1422,présence,pRez@s,NOM,45.03,135.54
1423,utile,ytil,ADJ,44.99,32.7
1424,paquet,pakE,NOM,44.96,89.19
1425,sein,s5,NOM,44.9,84.05
1426,nourriture,nuRityR,NOM,44.86,31.01
1427,mordre,mORdR,VER,44.85,48.45
1428,public,pyblik,ADJ,44.81,65.27
1429,sort,sOR,NOM,44.8,58.92
1430,guérir,geRiR,VER,44.73,30.27
1431,passage,pasaZ,NOM,44.73,154.39
1432,jaloux,Zalu,ADJ,44.67,24.19
1433,nombreux,n§bR2,ADJ,44.64,60.27
1434,sommeil,somEj,NOM,44.53,114.8
1435,nul,nyl,ADJ,44.53,35.07
1437,week-end,wikEnd,NOM,44.51,14.32
1438,stop,stOp,NOM,44.5,6.76
1439,flingue,fl5g,NOM,44.48,12.57
1440,article,aRtikl,NOM,44.45,50.34
1441,adieu,adj2,NOM,44.44,38.04
1442,viande,vj@d,NOM,44.43,45.0
1443,détendre,det@dR,VER,44.39,23.58
1444,interroger,5tERoZe,VER,44.31,73.04
1445,étude,etyd,NOM,44.22,63.04
1446,faillir,fajiR,VER,44.19,43.65
1447,talent,tal@,NOM,44.17,38.11
1448,condamner,k§dane,VER,44.15,44.59
1449,cou,ku,NOM,44.09,115.34
1450,deuxième,d2zjEm,ADJ,43.97,59.05
1452,espace,Espas,NOM,43.87,88.51
1453,marquer,maRke,VER,43.78,101.08
1454,don,d§,NOM,43.78,39.86
1455,apparaître,apaREtR,VER,43.78,159.26
1456,ramasser,Ramase,VER,43.76,74.8
1457,militaire,militER,ADJ,43.73,96.22
1458,château,Sato,NOM,43.68,74.12
1459,chemise,S°miz,NOM,43.66,91.42
1461,mètre,mEtR,NOM,43.49,130.07
1462,abattre,abatR,VER,43.47,50.61
1463,unité,ynite,NOM,43.46,40.41
1464,majesté,maZEste,NOM,43.43,22.57
1465,imbécile,5besil,NOM,43.42,30.68
1466,commissaire,komisER,NOM,43.39,36.69
1469,taille,taj,NOM,43.17,76.49
1471,connaissance,konEs@s,NOM,43.08,67.5
1472,français,fR@sE,ADJ,43.06,298.85
1473,énergie,enERZi,NOM,43.06,29.66
1475,sec,sEk,ADJ,43.02,142.84
1476,considérer,k§sideRe,VER,43.0,87.43
1477,pendre,p@dR,VER,42.99,58.04
1478,cellule,selyl,NOM,42.98,46.28
1479,combattre,k§batR,VER,42.89,36.35
1480,posséder,posede,VER,42.76,82.23
1481,discours,diskuR,NOM,42.75,50.54
1482,bouffer,bufe,VER,42.72,33.04
1483,effort,efOR,NOM,42.7,136.62
1484,observer,opsERve,VER,42.66,116.01
1485,arrivée,aRive,NOM,42.66,80.0
1486,dépasser,depase,VER,42.62,78.78
1487,lycée,lise,NOM,42.56,38.78
1488,fonctionner,f§ksjone,VER,42.51,24.39
1489,profond,pRof§,ADJ,42.41,105.74
1490,fouiller,fuje,VER,42.37,47.16
1491,pomme,pOm,NOM,42.35,82.36
1492,repos,R°po,NOM,42.29,43.58
1493,goûter,gute,VER,42.27,39.86
1494,conversation,k§vERsasj§,NOM,42.17,115.34
1495,insister,5siste,VER,42.16,67.03
1496,transformer,tR@sfORme,VER,42.15,60.68
1497,gare,gaR,NOM,42.15,84.53
1498,annuler,anyle,VER,42.11,5.47
1499,empreinte,@pR5t,NOM,42.06,15.61
1500,oeuvre,9vR,NOM,41.96,92.23
1501,réunir,ReyniR,VER,41.93,56.69
1502,médicament,medikam@,NOM,41.82,12.57
1503,blessure,blesyR,NOM,41.81,32.57
1504,piger,piZe,VER,41.77,11.96
1505,punir,pyniR,VER,41.7,20.14
1506,renoncer,R°n§se,VER,41.65,64.46
1507,queue,k2,NOM,41.59,57.84
1508,déclarer,deklaRe,VER,41.59,73.18
1509,confier,k§fje,VER,41.5,69.53
1510,théâtre,teatR,NOM,41.49,68.18
1511,malin,mal5,ADJ,41.49,20.2
1512,leçon,l°s§,NOM,41.48,48.72
1513,violence,vjol@s,NOM,41.45,56.49
1514,ministre,ministR,NOM,41.41,81.15
1515,rompre,R§pR,VER,41.37,52.64
1516,titre,titR,NOM,41.35,71.22
1517,éclater,eklate,VER,41.33,100.47
